Time[s],Y
0,31839109.34266273
1,31839110.976933826
2,31839110.26899912
3,31839110.929255687
4,31839111.07703835
5,31839111.07831903
6,31839111.082698952
7,31839111.007806864
8,31839110.163536277
9,31839110.09112237
10,31839110.103722677
11,31839111.669009447
12,31839111.252766
13,31839111.096381076
14,31839110.203926414
15,31839110.22329864
16,31839110.910472676
17,31839111.071500443
18,31839111.0784021
19,31839111.078491528
20,31839111.074277885
21,31839111.167131256
22,31839111.86175431
23,31839111.23240743
24,31839112.617526554
25,31839112.26980487
26,31839112.88313392
27,31839112.267270885
28,31839112.94416912
29,31839112.925247636
30,31839110.36050709
31,31839094.98009222
32,31839087.9269496
33,31839085.27132183
34,31839084.181574874
35,31839083.111279074
36,31839082.14656877
37,31839081.179418657
38,31839080.14273071
39,31839080.664770823
40,31839079.31512474
41,31839079.019585
42,31839079.019706942
43,31839078.994663462
44,31839078.227272235
45,31839078.039838806
46,31839077.255342636
47,31839077.697526492
48,31839077.206854746
49,31839077.046723746
50,31839076.207587697
51,31839075.98566858
52,31839076.071215667
53,31839075.303757712
54,31839075.6809639
55,31839076.082610305
56,31839075.24017725
57,31839075.013150632
58,31839075.00071805
59,31839074.917346396
60,31839076.592324223
61,31839090.68861958
62,31839099.439414516
63,31839101.641862694
64,31839102.03340963
65,31839102.71755185
66,31839103.68540502
67,31839103.987452567
68,31839104.742747225
69,31839105.71072617
70,31839106.08897195
71,31839105.522070188
72,31839105.677838977
73,31839106.076462135
74,31839106.07846687
75,31839106.078429706
76,31839106.078315176
77,31839106.661927607
78,31839107.644784123
79,31839107.44216984
80,31839107.606032386
81,31839107.477970175
82,31839107.05985024
83,31839107.640110895
84,31839108.04005365
85,31839108.039210528
86,31839108.039282866
87,31839108.02251985
88,31839108.557269827
89,31839109.020206608
90,31839109.713864386
