Time[s],Y
0,31843784.63601351
1,31843783.817558352
2,31843783.216425046
3,31843784.014332753
4,31843783.98731561
5,31843783.914009463
6,31843783.97552638
7,31843783.661136042
8,31843782.45499747
9,31843783.925366063
10,31843783.95198565
11,31843783.2486805
12,31843783.885968193
13,31843782.898834325
14,31843782.163233638
15,31843783.07288688
16,31843783.843084313
17,31843783.0752554
18,31843782.980095364
19,31843782.98020362
20,31843782.98014751
21,31843782.923010223
22,31843782.101861306
23,31843782.122209746
24,31843782.99411112
25,31843782.98034192
26,31843782.97909605
27,31843783.094647605
28,31843782.888473358
29,31843782.08540387
30,31843780.75893137
31,31843771.379259914
32,31843766.418555424
33,31843765.924113438
34,31843765.00465268
35,31843764.048355468
36,31843763.091970734
37,31843762.863797
38,31843762.114121065
39,31843761.87470304
40,31843761.136489037
41,31843761.829930395
42,31843761.104371578
43,31843760.86748191
44,31843760.175478503
45,31843760.90514159
46,31843760.876288418
47,31843760.07723695
48,31843759.168707397
49,31843759.9386295
50,31843759.938374385
51,31843759.148298677
52,31843758.895808835
53,31843758.965695657
54,31843758.968044195
55,31843758.89981184
56,31843758.234872732
57,31843758.83907105
58,31843758.127574217
59,31843757.967190716
60,31843758.483541366
61,31843768.726275563
62,31843772.575048096
63,31843774.682927884
64,31843775.866792586
65,31843775.189107373
66,31843775.107854374
67,31843775.82183111
68,31843776.022659164
69,31843776.022555146
70,31843776.75071319
71,31843776.18915254
72,31843776.02460483
73,31843776.90611408
74,31843777.01709807
75,31843777.027084824
76,31843776.965585314
77,31843777.874220606
78,31843777.226671517
79,31843777.02826897
80,31843777.026350852
81,31843777.02655612
82,31843777.026559822
83,31843777.027695578
84,31843777.039759282
85,31843776.31876002
86,31843776.817520205
87,31843777.046524275
88,31843776.340310305
89,31843776.731016092
90,31843775.571929574
