Time[s],Y
0,0.10201262585867847
1,0.10002782296755583
2,0.09872779729920464
3,0.10079680866369456
4,0.10039568513759461
5,0.09836938791753075
6,0.10181797211426251
7,0.102227594063537
8,0.10620192386073499
9,0.1083041851313886
10,0.11003900860277428
11,0.10860243504857801
12,0.10739735369447884
13,0.1070953873210589
14,0.10868456900840037
15,0.11011110815214917
16,0.10934648507531715
17,0.12378252297130916
18,0.1360980402196784
19,0.1312559456086841
20,0.1293439525344797
21,0.12281628918215443
22,0.09917289509312256
23,0.0871307232311075
24,0.08128738711874235
25,0.0897434098377366
26,0.10691174478657976
27,0.11410399303858336
28,0.11655276720181657
29,0.11808116507782722
30,0.11623313954039227
31,0.12038169121712339
32,0.12648455669896547
33,0.12984930961931887
34,0.13535387753973108
35,0.13556991739733512
36,0.13252791926802795
37,0.12898825114436244
38,0.12919795016326294
39,0.12566271123378084
40,0.12425709745596374
41,0.12679839073012056
42,0.12787901096868157
43,0.1260406594713547
44,0.12792165288406385
45,0.12909386385801452
46,0.13056170698014521
47,0.128088159242301
48,0.12835867304462384
49,0.1264606635735854
50,0.1254335781587185
51,0.12609664101982967
52,0.12827230291017558
53,0.12924905795262132
54,0.12974570220403864
55,0.12980588111351754
56,0.1325859746380271
57,0.13362444129737228
58,0.13569697777824316
59,0.13562160250298091
60,0.13732082520203717
61,0.13754509307251794
62,0.13672166924636805
63,0.13574909171531832
64,0.13314503704920985
65,0.13304555518278538
66,0.1270792697697884
67,0.12133997615327716
68,0.11714407078499325
69,0.11394545546027877
70,0.12883012186884732
71,0.14677544426728126
72,0.14972955049189185
73,0.13989643947563743
74,0.11099370518596871
75,0.09187113524047477
76,0.08564151686034399
77,0.08793552318979982
78,0.10979960487190585
79,0.12290613962799458
80,0.1261459155924777
81,0.12690901660068102
82,0.12724329457133543
83,0.11779636651790625
84,0.10334282206501189
85,0.09589394962999115
86,0.09427697920777149
87,0.10556164731015426
88,0.1156904967349388
89,0.12096235354900634
90,0.09107829168256254
